	log2FoldChange	fdr
PEG3	-5.69225651389306	0.548621371906503
EGFL7	-5.3703284190057	0.226362532126786
ENAH	-4.95529091972686	0.240950609729918
EPS8	-4.95529091972686	0.240950609729918
FGFBP2	-4.95529091972686	1
AQP1	-4.69225651389306	0.768091047367444
GATA6	-4.69225651389306	0.768091047367444
TEAD2	-4.3703284190057	0.782050220263172
BGN	-4.3703284190057	0.782050220263172
MMRN1	-4.3703284190057	0.782050220263172
LDB2	-4.3703284190057	0.782050220263172
C7	-4.3703284190057	0.782050220263172
SLC16A10	-4.3703284190057	0.782050220263172
CCDC68	-4.3703284190057	0.782050220263172
PLA2R1	-4.3703284190057	0.782050220263172
LINC02042	-4.3703284190057	0.782050220263172
AC053513.1	-4.3703284190057	0.782050220263172
OR52I1	-4.3703284190057	0.782050220263172
RCN3	-4.3703284190057	0.782050220263172
ROBO4	-4.3703284190057	0.782050220263172
OTUD7A	-4.04840032411834	0.468598992722096
RBP1	-3.99181679575197	0.001031491403807
ESAM	-3.95529091972686	0.429710687763442
LOXL2	-3.95529091972686	0.429710687763442
AASS	-3.95529091972686	0.429710687763442
AL353597.1	-3.95529091972686	1
C1QTNF4	-3.95529091972686	1
S1PR5	-3.95529091972686	1
PRKG2	-3.95529091972686	1
SH3D19	-3.95529091972686	1
MGP	-3.90084313570448	3.53065619163256E-05
ANGPTL4	-3.85575524617594	0.427825948684379
CAV1	-3.73289849839041	0.224784830227471
ACSM3	-3.73289849839041	0.224784830227471
RHOBTB3	-3.69225651389307	0.30394315155643
AGAP1	-3.69225651389307	0.996752454259422
ARMCX1	-3.69225651389307	0.996752454259422
CSTA	-3.69225651389307	0.996752454259422
KDELR3	-3.69225651389307	0.996752454259422
BTBD3	-3.69225651389307	0.996752454259422
SPINK2	-3.6333628248395	0.043274223713013
APOA1	-3.59272084034215	0.96592971542425
CTGF	-3.46986409255662	0.028162060357522
IGF1R	-3.3703284190057	0.334680321631048
ARHGAP29	-3.3703284190057	0.645719996811112
EEF1AKMT3	-3.3703284190057	0.645719996811112
RAMP2	-3.3703284190057	1
TFAP2E	-3.3703284190057	1
PLSCR4	-3.3703284190057	1
SLC22A23	-3.3703284190057	1
ADGRF5	-3.3703284190057	1
PHYHD1	-3.3703284190057	1
JDP2	-3.3703284190057	1
C20orf197	-3.3703284190057	1
ACER1	-3.3703284190057	1
RBPMS	-3.3703284190057	1
AC026471.4	-3.3703284190057	1
ZNF70	-3.3703284190057	1
AC007325.4	-3.3703284190057	1
MPP2	-3.3703284190057	1
DNMBP	-3.3703284190057	1
C8orf46	-3.3703284190057	1
OSMR	-3.3703284190057	1
SDC1	-3.3703284190057	1
GPR75	-3.3703284190057	1
AP003696.1	-3.3703284190057	1
BNC2	-3.3703284190057	1
HIST1H4L	-3.3703284190057	1
