	log2FoldChange	fdr
RBM15B	-1.98883695492231	1
WDR76	-1.98883695492231	1
SLFN11	-1.98883695492231	1
JKAMP	-1.97734131608448	1
ZNRF2	-1.97734131608448	1
LLPH	-1.96575334180927	0.409053283301392
TCF20	-1.96575334180927	1
SCYL3	-1.96575334180927	1
ATP2C1	-1.96575334180927	1
SARNP	-1.96575334180927	1
PRPS2	-1.96575334180927	1
ODF3B	-1.96575334180927	1
PIAS2	-1.96575334180927	1
LGALS9	-1.96109196443941	0.270726324682846
MRPS18A	-1.94229436898529	1
LY75	-1.94229436898529	1
TSC2	-1.94229436898529	1
RUFY2	-1.94229436898529	1
PCBP4	-1.94229436898529	1
GPAT4	-1.94229436898529	1
ZNF444	-1.94229436898529	1
TIGAR	-1.94229436898529	1
ISY1	-1.93042026869699	1
NMI	-1.92214211058866	0.030801149874122
RAPGEF1	-1.91844762703092	1
UNC50	-1.91844762703092	1
PIP5K1A	-1.91844762703092	1
IQCB1	-1.91844762703092	1
LINC01215	-1.91844762703092	1
PYGO2	-1.91844762703092	1
ANAPC13	-1.90637479473034	1
SPATS2L	-1.90232796166764	0.692365278102407
DNPH1	-1.89642132070092	0.314585663337321
LINC01871	-1.89420008078424	0.96351393017284
SUCLA2	-1.89420008078424	1
C2orf74	-1.89420008078424	1
RNF14	-1.89420008078424	1
AGFG2	-1.89420008078424	1
GTF3C5	-1.89420008078424	1
ZNF764	-1.89420008078424	1
MRPL39	-1.89420008078424	1
HDAC4	-1.89420008078424	1
RBM12B	-1.89420008078424	1
IFI27	-1.8926709920975	0.032005066743233
GPRIN3	-1.88602614933854	0.272365332676109
ACTR1A	-1.8819217510058	1
LCMT1	-1.8819217510058	1
THEM4	-1.87505503151754	0.409527113719231
MZT1	-1.86953802654997	1
ITGAE	-1.86953802654997	1
ZC3H7B	-1.86953802654997	1
FBRSL1	-1.86953802654997	1
RSAD1	-1.86953802654997	1
TFIP11	-1.86953802654997	1
ACADM	-1.85704708236677	1
TMED7	-1.85704708236677	1
PPP3CB	-1.85704708236677	1
MOSPD3	-1.85704708236677	1
NUBP1	-1.85704708236677	1
CDKN2A	-1.85704708236677	1
GIMAP6	-1.84444704558714	1
SENP5	-1.84444704558714	1
MAP4K2	-1.84444704558714	1
THOC6	-1.84444704558714	1
LANCL1	-1.84444704558714	1
MINDY3	-1.84444704558714	1
MPP7	-1.84444704558714	1
MMS19	-1.84444704558714	1
LDB1	-1.84444704558714	1
UNKL	-1.84444704558714	1
ABCG1	-1.81891195348	1
TRAFD1	-1.81891195348	1
DOK1	-1.81891195348	1
TFEB	-1.81891195348	1
ERV3-1	-1.81891195348	1
GTF2H2C	-1.81891195348	1
RFC2	-1.81891195348	1
WASL	-1.81891195348	1
BICD2	-1.81891195348	1
PCNX3	-1.81891195348	1
PRIM1	-1.81891195348	1
TMEM242	-1.8059728977725	1
ZNF830	-1.8059728977725	1
XPA	-1.79945959081383	1
OSM	-1.79665914663287	1
EXOC1	-1.79291674494706	1
TRIM59	-1.79291674494706	1
SPTLC1	-1.79291674494706	1
ZNF322	-1.79291674494706	1
PPP2R5D	-1.79291674494706	1
CSNK1G1	-1.79291674494706	1
C11orf54	-1.79291674494706	1
CYB561D2	-1.78163093740055	1
OASL	-1.77974135619933	0.311128855299895
MPHOSPH6	-1.77709177778538	1
LFNG	-1.77310826386688	1
PPIL1	-1.76644453358587	1
ASH2L	-1.76644453358587	1
SEL1L3	-1.76644453358587	1
FOXP3	-1.76644453358587	1
HSPA13	-1.76644453358587	1
RNPEP	-1.76644453358587	1
SETD1B	-1.76644453358587	1
HTRA2	-1.76644453358587	1
MRPS27	-1.76644453358587	1
MAST3	-1.76644453358587	1
CINP	-1.75302401782355	1
PEX13	-1.75302401782355	1
RPP38	-1.75302401782355	1
PUSL1	-1.7394774859856	1
CDK7	-1.7394774859856	1
AVEN	-1.7394774859856	1
DYM	-1.7394774859856	1
GALNT6	-1.7394774859856	1
TGDS	-1.7394774859856	1
IL2	-1.7394774859856	1
RAD23B	-1.73037527887835	1
MTMR14	-1.71199674956349	1
AGPAT3	-1.71199674956349	1
BCCIP	-1.71199674956349	1
SKIV2L	-1.71199674956349	1
DLD	-1.71199674956349	1
STAM2	-1.71199674956349	1
XYLT1	-1.71199674956349	1
IFT80	-1.71199674956349	1
PLA2G12A	-1.71199674956349	1
NUP43	-1.71199674956349	1
DPAGT1	-1.71199674956349	1
ATP11A	-1.71199674956349	1
HDHD2	-1.71199674956349	1
KIAA1328	-1.71199674956349	1
ARHGEF12	-1.71199674956349	1
EXOSC7	-1.69805755860562	1
CCR5	-1.69805755860562	1
NOTCH1	-1.6839823733939	1
ZBTB33	-1.6839823733939	1
SENP1	-1.6839823733939	1
IGHG2	-1.6839823733939	1
ABCD3	-1.6839823733939	1
GCFC2	-1.6839823733939	1
DROSHA	-1.6839823733939	1
CXorf40B	-1.6839823733939	1
RCBTB2	-1.6839823733939	1
RNF40	-1.6839823733939	1
TOGARAM1	-1.6839823733939	1
GNPNAT1	-1.6839823733939	1
HIVEP1	-1.6839823733939	1
MYO18A	-1.6839823733939	1
ZBTB14	-1.6839823733939	1
QPCT	-1.6839823733939	1
SMS	-1.67452204414483	1
MAD2L1BP	-1.6697685141742	1
IKBKG	-1.6697685141742	1
NOC3L	-1.66690886003496	1
LAP3	-1.65541322119713	0.920231745942702
ZNF622	-1.65541322119713	1
CPSF2	-1.65541322119713	1
PGAP1	-1.65541322119713	1
TMEM99	-1.65541322119713	1
ZNF654	-1.65541322119713	1
SLC15A4	-1.65541322119713	1
ZSCAN32	-1.65541322119713	1
ATPAF2	-1.65541322119713	1
C17orf67	-1.65541322119713	1
NBPF14	-1.65541322119713	1
ZNF621	-1.65541322119713	1
BTBD10	-1.65541322119713	1
BRAF	-1.65541322119713	1
PDE4A	-1.65541322119713	1
ALG3	-1.64091365150201	1
HLA-DPA1	-1.63604789633019	0.22559071988713
FAM118A	-1.62920815084973	0.114395705826896
MRPL55	-1.62626687553761	1
TCTEX1D2	-1.62626687553761	1
CCL3	-1.62626687553761	1
ZNF821	-1.62626687553761	1
GANC	-1.62626687553761	1
BCLAF3	-1.62626687553761	1
XPO7	-1.62626687553761	1
SORBS3	-1.62626687553761	1
ULK3	-1.62626687553761	1
FAM122A	-1.62626687553761	1
PUS1	-1.62626687553761	1
NUP214	-1.62626687553761	1
RABGGTA	-1.62626687553761	1
AC116407.2	-1.62626687553761	1
DDX51	-1.62626687553761	1
PARP10	-1.62299174350475	1
HELZ2	-1.61641908958126	1
STRAP	-1.61146987360953	1
CCNY	-1.61146987360953	1
IQSEC1	-1.61146987360953	1
KLHL24	-1.61146987360953	1
TP53	-1.61146987360953	1
HPS3	-1.61146987360953	1
RIPK1	-1.61146987360953	1
RTCA	-1.60508154564698	1
CRTC3	-1.60401406869048	1
UTP11	-1.59651953214356	1
TMEM199	-1.59651953214356	1
RBM27	-1.59651953214356	1
ATL2	-1.59651953214356	1
TMEM267	-1.59651953214356	1
WWC3	-1.59651953214356	1
PDPR	-1.59651953214356	1
NCLN	-1.59651953214356	1
CDK5	-1.59651953214356	1
AAMDC	-1.59651953214356	1
SH3TC1	-1.59651953214356	1
PLAA	-1.59651953214356	1
MPI	-1.59651953214356	1
S1PR2	-1.59651953214356	1
MRPL13	-1.58898585945815	1
FLAD1	-1.58141263975335	1
ACTL6A	-1.58141263975335	1
CUL4A	-1.58141263975335	1
LRRC8C	-1.58141263975335	1
TRBV28	-1.58141263975335	1
HEXDC	-1.57634165020593	1
TMEM60	-1.57634165020593	1
CSGALNACT2	-1.57634165020593	1
NAA10	-1.56614588310004	1
ALDH9A1	-1.56614588310004	1
WRAP73	-1.56614588310004	1
MIF4GD	-1.56614588310004	1
RUFY1	-1.56614588310004	1
HPS4	-1.56614588310004	1
DEDD	-1.56614588310004	1
MLST8	-1.56614588310004	1
C16orf58	-1.56614588310004	1
CAPS	-1.56614588310004	1
PXK	-1.56614588310004	1
FAM120B	-1.56614588310004	1
GNL3L	-1.56614588310004	1
KLHL42	-1.56614588310004	1
RAP2A	-1.56614588310004	1
TMEM186	-1.56614588310004	1
CCDC28B	-1.56614588310004	1
KIF1B	-1.56614588310004	1
PEX11B	-1.56614588310004	1
PINX1	-1.56614588310004	1
ZNF700	-1.56614588310004	1
NR1D1	-1.56614588310004	1
SNRNP40	-1.55845149131004	1
SUCLG1	-1.55587754764621	0.409527113719231
DNPEP	-1.55587754764621	1
MX1	-1.55243846367944	0.012007233751018
MUS81	-1.55071584253043	1
RNF11	-1.55071584253043	1
BORCS8	-1.55071584253043	1
SPPL2A	-1.54760993166261	1
CSK	-1.53511898747941	0.117368490111706
IREB2	-1.53511898747941	1
DNAJA3	-1.53511898747941	1
PGAM5	-1.53511898747941	1
STX3	-1.53511898747941	1
ZNF200	-1.53511898747941	1
AC246785.3	-1.53511898747941	1
NCAPD2	-1.53511898747941	1
GGT1	-1.53511898747941	1
FBXO4	-1.53511898747941	1
ADRB2	-1.53511898747941	1
ZHX2	-1.53511898747941	1
PIM2	-1.5281325571633	1
ACYP1	-1.52251895069978	1
IKBKE	-1.52251895069978	1
MCRS1	-1.5193516716211	1
GFER	-1.51405737195158	1
MOB2	-1.5079828575419	1
OAS1	-1.50696794716526	0.854073767221457
TPP1	-1.50341012775208	1
GADD45G	-1.50341012775208	1
FAM126A	-1.50341012775208	1
SP2	-1.50341012775208	1
ALG6	-1.50341012775208	1
SELENOI	-1.50341012775208	1
TMEM200A	-1.50341012775208	1
VPS50	-1.50341012775208	1
LRR1	-1.50341012775208	1
ORAI3	-1.50341012775208	1
RLN2	-1.50341012775208	1
BRAP	-1.50341012775208	1
CDCA7	-1.50341012775208	1
DCK	-1.49268372115902	1
C19orf25	-1.4872904623888	1
NGDN	-1.4872904623888	1
GLRX3	-1.47825665052373	1
TUFM	-1.47508140469358	0.323284888807421
ZFAND1	-1.4709886500597	1
CLK3	-1.4709886500597	1
AGPS	-1.4709886500597	1
RRP15	-1.4709886500597	1
CNOT3	-1.4709886500597	1
TBC1D9B	-1.4709886500597	1
UBA5	-1.4709886500597	1
SNRNP25	-1.4709886500597	1
MUL1	-1.4709886500597	1
CRY1	-1.4709886500597	1
CLCC1	-1.4709886500597	1
USF1	-1.4709886500597	1
TTC31	-1.4709886500597	1
EEFSEC	-1.4709886500597	1
ZNF346	-1.4709886500597	1
ZNF121	-1.4709886500597	1
DFFB	-1.4709886500597	1
TMEM214	-1.4709886500597	1
NSUN3	-1.4709886500597	1
C21orf33	-1.4709886500597	1
RNF141	-1.4709886500597	1
CRYBG1	-1.46441599613621	1
STAU2	-1.45450052727113	1
HLA-DMA	-1.45450052727113	1
WDR74	-1.45212962280838	1
CTLA4	-1.4506686656801	1
MIEN1	-1.4489623437297	1
YARS	-1.4489623437297	1
SLBP	-1.4445164386985	1
C1D	-1.4378217861245	1
TATDN1	-1.4378217861245	1
PTPMT1	-1.4378217861245	1
DCAF5	-1.4378217861245	1
NNT	-1.4378217861245	1
MAPK9	-1.4378217861245	1
DDX49	-1.4378217861245	1
DCAF10	-1.4378217861245	1
EML2	-1.4378217861245	1
ZNF160	-1.4378217861245	1
PIGX	-1.4378217861245	1
SLC25A44	-1.4378217861245	1
PHKG1	-1.4378217861245	1
RCL1	-1.4378217861245	1
RIN3	-1.4378217861245	1
NPRL3	-1.4378217861245	1
PDK2	-1.4378217861245	1
ZNF420	-1.4378217861245	1
APOBEC3F	-1.4378217861245	1
ZNF84	-1.4378217861245	1
HS3ST3B1	-1.4378217861245	1
IGLC2	-1.43422254507043	8.31000488778409E-06
IFIT1	-1.43408906724817	1
NKG7	-1.43109592293619	1
SF3B4	-1.42659453070124	1
PPP2R2D	-1.42659453070124	1
UTP6	-1.42659453070124	1
TGIF1	-1.4209479675601	1
CEPT1	-1.4209479675601	1
MRPL37	-1.4209479675601	1
ZNF107	-1.4209479675601	1
DPP3	-1.4209479675601	1
ZNF33B	-1.4209479675601	1
INIP	-1.4209479675601	1
TOR1AIP2	-1.41527921747341	1
DUS1L	-1.41243646770458	1
APOL2	-1.40387445420116	1
CBR1	-1.40387445420116	1
PLPBP	-1.40387445420116	1
MBD1	-1.40387445420116	1
MOCS2	-1.40387445420116	1
NXPE3	-1.40387445420116	1
RPUSD2	-1.40387445420116	1
FAM20B	-1.40387445420116	1
GLI4	-1.40387445420116	1
ZNF738	-1.40387445420116	1
TYW5	-1.40387445420116	1
TBC1D7	-1.40387445420116	1
PEX6	-1.40387445420116	1
ORAOV1	-1.40387445420116	1
TMEM218	-1.40387445420116	1
MTG1	-1.40387445420116	1
ADAT1	-1.40387445420116	1
ALDOC	-1.40387445420116	1
ABHD17B	-1.40387445420116	1
NAGPA	-1.40387445420116	1
B3GALT2	-1.40387445420116	1
ACAT2	-1.39237881536333	1
TRIM21	-1.39237881536333	1
RASSF2	-1.39237881536333	1
IFIT2	-1.38659646276932	1
SEC13	-1.38079084108812	1
FBXL3	-1.38079084108812	1
SRP68	-1.36910903604048	1
MAPK1	-1.36910903604048	1
GNB5	-1.36910903604048	1
SCLT1	-1.36910903604048	1
TRPS1	-1.36910903604048	1
NSD2	-1.36910903604048	1
POR	-1.36910903604048	1
VPS25	-1.36910903604048	1
SLC33A1	-1.36910903604048	1
TCF3	-1.36910903604048	1
TRIM25	-1.36910903604048	1
RREB1	-1.36910903604048	1
GATAD1	-1.36910903604048	1
SYVN1	-1.36910903604048	1
LCLAT1	-1.36910903604048	1
SAC3D1	-1.36910903604048	1
ZNF529	-1.36910903604048	1
MICAL3	-1.36910903604048	1
BAD	-1.36407344614318	1
ABHD14A	-1.36028518565348	1
FAM45A	-1.35733186826413	1
AKTIP	-1.35733186826413	1
ARL5A	-1.35733186826413	1
DFFA	-1.35733186826413	1
ANGEL2	-1.35140703430703	1
KDM2B	-1.35140703430703	1
ABR	-1.35140703430703	1
C12orf45	-1.35140703430703	1
OSER1	-1.34784041928683	1
TRAF3	-1.34784041928683	1
SLC1A5	-1.34784041928683	1
PRKAR2A	-1.34545776797584	1
TMEM8A	-1.34247390953702	1
ACAA2	-1.34147791706329	1
C1orf56	-1.3379865185447	1
CAT	-1.33348512630976	1
FBXO3	-1.33348512630976	1
MVB12A	-1.33348512630976	1
TFCP2	-1.33348512630976	1
UBXN6	-1.33348512630976	1
TRAK2	-1.33348512630976	1
PPP1R8	-1.33348512630976	1
MFSD1	-1.33348512630976	1
NQO2	-1.33348512630976	1
MICB	-1.33348512630976	1
TMEM187	-1.33348512630976	1
STRIP1	-1.33348512630976	1
SIRT5	-1.33348512630976	1
CCDC126	-1.33348512630976	1
LRWD1	-1.33348512630976	1
MOSPD2	-1.33348512630976	1
LRRC14	-1.33348512630976	1
TSTD2	-1.33348512630976	1
METTL15	-1.33348512630976	1
TRAF6	-1.33348512630976	1
SERPINB8	-1.33348512630976	1
OPA3	-1.33348512630976	1
TXNRD2	-1.33348512630976	1
POU2F1	-1.33348512630976	1
WIZ	-1.33348512630976	1
RUBCN	-1.33348512630976	1
SNX12	-1.33348512630976	1
SLC12A6	-1.33348512630976	1
IPO13	-1.33348512630976	1
TMEM192	-1.33348512630976	1
MDC1	-1.33348512630976	1
PPP4C	-1.32896964518727	1
MEA1	-1.32443998670675	1
MAML2	-1.32443998670675	1
EPSTI1	-1.32205023124748	0.045299235327705
MAGOHB	-1.32141229400919	1
STOM	-1.31967932678473	0.777227696221541
RUVBL1	-1.3153377795995	1
BORCS6	-1.3153377795995	1
APIP	-1.3153377795995	1
SMARCAD1	-1.3153377795995	1
RMDN1	-1.3153377795995	1
EXOSC5	-1.3153377795995	1
INSIG2	-1.3153377795995	1
NDUFA7	-1.30923758006309	1
HMCES	-1.30923758006309	1
SHMT2	-1.30923758006309	1
GCLM	-1.30923758006309	1
TPD52	-1.30923758006309	1
ACAT1	-1.30923758006309	1
DDX1	-1.30617778031403	1
NDUFA13	-1.30326120432163	0.011406940809932
PDS5A	-1.29695925028465	1
TRPV2	-1.29695925028465	1
MUM1	-1.29695925028465	1
SLC35B1	-1.29695925028465	1
ZMPSTE24	-1.29695925028465	1
GEMIN8	-1.29695925028465	1
TASP1	-1.29695925028465	1
EEF2KMT	-1.29695925028465	1
ZBTB48	-1.29695925028465	1
UPRT	-1.29695925028465	1
ZC3H3	-1.29695925028465	1
GPR137	-1.29695925028465	1
GCSH	-1.29695925028465	1
GRAP	-1.29695925028465	1
ADNP2	-1.29695925028465	1
ZBTB21	-1.29695925028465	1
PNMA1	-1.29695925028465	1
TAP2	-1.29359239918625	1
CBX4	-1.29166495061514	1
TKT	-1.29041640441787	1
HADHB	-1.28954177872216	1
IFIT3	-1.28768143669664	1
ZNF24	-1.28683503301094	1
CHCHD3	-1.28457552582881	1
ACP1	-1.28101770641563	1
DERL1	-1.2783435721173	1
HMGA1	-1.2783435721173	1
IFIT5	-1.2783435721173	1
USP39	-1.2783435721173	1
GPATCH11	-1.2783435721173	1
GPX7	-1.2783435721173	1
IRF4	-1.2783435721173	1
KCMF1	-1.27626025761681	1
FMNL3	-1.27459143725619	1
STMN3	-1.27459143725619	1
MAP7D1	-1.26705776457079	1
TRAF1	-1.26637093045123	1
CENPX	-1.26579831879819	1
MX2	-1.25948454486599	1
KIAA2013	-1.25948454486599	1
TINF2	-1.25948454486599	1
FAM103A1	-1.25948454486599	1
ABHD3	-1.25948454486599	1
FBLN7	-1.25948454486599	1
DVL2	-1.25948454486599	1
MAP1S	-1.25948454486599	1
DHX58	-1.25948454486599	1
SNX9	-1.25948454486599	1
ZNF567	-1.25948454486599	1
GPAA1	-1.25948454486599	1
AP5M1	-1.25948454486599	1
SCYL1	-1.25948454486599	1
RFNG	-1.25948454486599	1
CKS1B	-1.25948454486599	1
NCOA6	-1.25948454486599	1
MBD3	-1.25948454486599	1
PINK1	-1.25948454486599	1
ATG4C	-1.25948454486599	1
LRRC8B	-1.25948454486599	1
TMEM254	-1.25948454486599	1
PIP4K2C	-1.25948454486599	1
GSE1	-1.25948454486599	1
ENGASE	-1.25948454486599	1
RNF185	-1.25948454486599	1
CPSF4	-1.25948454486599	1
CCDC65	-1.25948454486599	1
MXRA7	-1.25948454486599	1
ALOX5	-1.25948454486599	1
OTUD7B	-1.25948454486599	1
DBR1	-1.25948454486599	1
TTC33	-1.25948454486599	1
TNKS	-1.25948454486599	1
HAUS8	-1.25948454486599	1
NUDT16L1	-1.25363181862055	1
NDUFA9	-1.25314301799216	1
MRPL28	-1.25187136075611	1
MPHOSPH10	-1.25102296611779	1
SSRP1	-1.24859622872325	1
ZNF524	-1.24859622872325	1
PARP9	-1.24744529524307	1
MSRB2	-1.24677349311643	1
ZFYVE28	-1.24677349311643	1
RAB5C	-1.24602228505942	1
PDCD10	-1.24494845170811	0.760012295006201
PML	-1.24251146626227	1
TSPAN3	-1.24037572191828	1
UQCC3	-1.24037572191828	1
UBR4	-1.24037572191828	1
AGL	-1.24037572191828	1
CSE1L	-1.24037572191828	1
WSB2	-1.24037572191828	1
TMEM183A	-1.23762511090225	1
MED13	-1.23652339642267	1
SND1	-1.23394945275885	1
FXN	-1.23394945275885	1
ZCCHC10	-1.23394945275885	1
HERC2	-1.23394945275885	1
ARL3	-1.23394945275885	1
HSH2D	-1.23072555188456	1
MGST3	-1.22946206176654	0.867014227323625
ADH5	-1.22787493834916	1
PPP2R5E	-1.22533632245414	1
PSMB7	-1.22306113661611	1
GBP1	-1.22101039705135	0.371229586961357
OARD1	-1.22101039705135	1
NUDCD3	-1.22101039705135	1
CAPN10	-1.22101039705135	1
TRAPPC8	-1.22101039705135	1
AP2A1	-1.22101039705135	1
NUDT9	-1.22101039705135	1
CPT2	-1.22101039705135	1
GMPPA	-1.22101039705135	1
IDUA	-1.22101039705135	1
SKP2	-1.22101039705135	1
AL136295.5	-1.22101039705135	1
CBWD2	-1.22101039705135	1
EIF5A2	-1.22101039705135	1
CCL28	-1.22101039705135	1
NFYA	-1.22101039705135	1
ALKBH4	-1.22101039705135	1
ENOX2	-1.22101039705135	1
KBTBD4	-1.22101039705135	1
REC8	-1.22101039705135	1
DPH6	-1.22101039705135	1
PAGR1	-1.22101039705135	1
AC040162.1	-1.22101039705135	1
TMLHE	-1.22101039705135	1
USP28	-1.22101039705135	1
ZNF324	-1.22101039705135	1
MOB1B	-1.22101039705135	1
MFNG	-1.21800790888982	1
IGFBP4	-1.21542936478805	1
SLC25A11	-1.21319089259205	1
IFI35	-1.20926518937825	0.943014866751865
PCID2	-1.2079542442259	1
ETFRF1	-1.2079542442259	1
UNC45A	-1.2079542442259	1
HMG20B	-1.2079542442259	1
HOPX	-1.20317710396403	1
SAMD9L	-1.20201896386741	0.722053079120382
CDYL	-1.20138159030242	1
ARMT1	-1.20138159030242	1
AP5Z1	-1.20138159030242	1
CCDC22	-1.20138159030242	1
TNRC18	-1.20138159030242	1
CSNK1E	-1.20138159030242	1
TARBP1	-1.20138159030242	1
WASHC2A	-1.20138159030242	1
BLOC1S2	-1.19986056217957	1
NUDT5	-1.19855554622365	1
CD320	-1.19742357673373	1
TMUB1	-1.19742357673373	1
LYPLA1	-1.19742357673373	1
MAPK13	-1.19477885547817	1
FAM105A	-1.19477885547817	1
STYX	-1.19477885547817	1
TTC9C	-1.19477885547817	1
PARP4	-1.18947482361824	1
DCAF7	-1.18719568405911	1
JMJD6	-1.18148203286471	1
TRIB2	-1.18148203286471	1
GBP3	-1.18148203286471	1
CLIP1	-1.18148203286471	1
